episode,reward,loss,epsilon,time
0.0,-118.08366535853243,1.9638064259197563e-05,0.9736179928809839,14.508275508880615
1.0,-108.71948366312789,1.3740697795583401e-05,0.689226698607647,51.90577721595764
2.0,-110.62450643066919,1.8603406715556048e-05,0.32964306236480584,95.3824987411499
3.0,-105.17294204904172,4.7591718612238765e-05,0.11042839069479407,142.27955317497253
4.0,-83.1771190583496,7.086007099132985e-05,0.031066307075301156,191.8614842891693
5.0,-80.0254900825857,7.847716915421188e-05,0.01295026484157948,242.07800579071045
6.0,-87.56359178097455,0.00021240836940705776,0.010275850822694154,292.163547039032
7.0,-81.59635149811847,0.00018077809363603592,0.010017219805813066,341.8222258090973
8.0,-99.81043145580793,0.0001694125821813941,0.01000071766687651,391.71737718582153
9.0,-88.05476061472939,9.83173813438043e-05,0.010000019969088465,442.14420652389526
10.0,-76.00833004240677,0.0003797226818278432,0.010000000370966136,493.0535707473755
11.0,-93.37954218947955,0.0003029589424841106,0.010000000004600988,542.6121687889099
12.0,-71.51678804411472,0.0003631511644925922,0.010000000000038103,592.7237751483917
13.0,-95.84964357768713,0.0002720330667216331,0.010000000000000212,642.667322397232
14.0,-73.8447731005591,0.00027906702598556876,0.01000000000000003,692.8860049247742
15.0,-77.4149987504806,0.0002690127003006637,0.010000000000000028,742.8224756717682
16.0,-77.91897256348842,0.00023968041932675987,0.010000000000000026,793.1609508991241
17.0,-100.478742877832,0.00046812286018393934,0.010000000000000024,843.4000554084778
18.0,-73.5181326109671,0.00034614960895851254,0.010000000000000023,893.6428990364075
19.0,-85.05864489731722,0.0006342863198369741,0.010000000000000023,943.1869864463806
20.0,-84.72202453596232,0.00048793930909596384,0.010000000000000021,993.3146865367889
21.0,-63.65739785859616,0.0002955571108032018,0.01000000000000002,1043.4734065532684
22.0,-90.44297160623987,0.0003258124052081257,0.01000000000000002,1093.6029469966888
23.0,-79.00867972242351,0.0004633462813217193,0.010000000000000018,1143.0951488018036
24.0,-75.34406441764527,0.0004051225841976702,0.010000000000000018,1193.4247553348541
25.0,-90.73772522974262,0.0010862017516046762,0.010000000000000018,1243.5244858264923
26.0,-79.4724253649528,0.0003516119613777846,0.010000000000000016,1293.5258038043976
27.0,-64.72033269411229,0.003371003782376647,0.010000000000000016,1343.1947722434998
28.0,-79.12750375408739,0.0013446242082864046,0.010000000000000016,1393.1917583942413
29.0,-77.14802651226927,0.0005042190896347165,0.010000000000000014,1444.395433664322
