episode,reward,loss,epsilon,time
0.0,-54.65335305397598,,1.0,1.1449830532073975
1.0,-58.91601102985294,6.106444197939709e-05,0.9729051793397904,16.90436053276062
2.0,-59.06693934756935,1.9534578314051032e-05,0.8586993008013436,37.97789263725281
3.0,-47.147483790277285,1.0612578080326784e-05,0.6854944512823121,59.61383509635925
4.0,-54.675360186068616,7.0449605118483305e-06,0.4954978906999506,83.51774096488953
5.0,-64.6791095817652,1.8460523278918117e-05,0.3251015422183144,108.89859127998352
6.0,-35.075672337807966,2.0268904336262494e-05,0.194676370240736,134.681223154068
7.0,-56.375325564873975,1.3318001947482117e-05,0.10773941857448449,161.99383687973022
8.0,-47.49342144322715,1.8379736502538435e-05,0.05671171282239212,190.61108994483948
9.0,-45.90114522346455,2.4976943677756935e-05,0.030159485925051882,218.313294172287
10.0,-41.69230784393919,2.0594821762642823e-05,0.01785652929286231,247.296532869339
11.0,-38.79861220264719,1.785731001291424e-05,0.012764901313807897,275.3289170265198
12.0,-38.1958483919504,2.4470307835144922e-05,0.010878670721860183,303.2562005519867
13.0,-30.5555724690461,2.195971683249809e-05,0.010252156574540936,332.31923270225525
14.0,-34.10714871727616,4.2664309148676693e-05,0.010065344954001174,360.38669419288635
15.0,-35.470812962844946,0.00013137976930011064,0.010015291547459476,388.42051815986633
16.0,-43.438403051852795,5.3758492867928e-05,0.010003231383010151,417.34127831459045
17.0,-40.21798109178877,6.795818626414984e-05,0.01000061662773877,445.63428258895874
18.0,-36.95395604195819,3.3026415621861815e-05,0.010000106256448862,474.8760578632355
19.0,-36.29155469605918,0.0001083493116311729,0.010000016534275034,503.2514879703522
20.0,-41.40862939062824,4.716829425888136e-05,0.010000002323339295,531.479085445404
21.0,-35.348726654291156,5.659185262629762e-05,0.010000000294806964,560.689599275589
22.0,-41.65269896094982,4.946034823660739e-05,0.010000000033780064,588.9403212070465
23.0,-34.448909085067356,5.609778600046411e-05,0.010000000003495272,617.0264136791229
24.0,-30.50833963951037,5.7492638006806374e-05,0.01000000000032659,645.9899797439575
25.0,-40.10165445470938,8.649397204862908e-05,0.01000000000002756,674.0863094329834
26.0,-48.492065823584596,0.00013964041136205196,0.010000000000002104,703.1633975505829
27.0,-39.99999004533183,0.00026598977274261415,0.010000000000000146,731.3639380931854
28.0,-32.701853248153675,0.00015965121565386653,0.010000000000000031,759.2595574855804
29.0,-26.76501913511311,0.0004659241531044245,0.01000000000000003,788.3883185386658
30.0,-33.35385883091322,0.0003415032697375864,0.010000000000000028,816.5430731773376
31.0,-36.051575660464266,0.00029536173678934574,0.010000000000000028,844.704295873642
32.0,-47.74975356519542,0.00024047086481004953,0.010000000000000026,873.7067975997925
33.0,-31.106180518568063,0.0003749857423827052,0.010000000000000026,902.005658864975
34.0,-38.89162478278557,8.246043580584228e-05,0.010000000000000024,931.0461163520813
35.0,-47.229188657433404,0.000334471114911139,0.010000000000000024,959.5161044597626
36.0,-43.08155500895951,0.00011132079816889018,0.010000000000000024,988.2681698799133
37.0,-29.525903442310813,0.00010855848813662305,0.010000000000000023,1019.5888528823853
38.0,-29.41061312447806,0.00015738303773105145,0.010000000000000023,1048.5181646347046
39.0,-49.76195957263277,9.574934665579349e-05,0.010000000000000023,1077.7833845615387
40.0,-39.393584675176,0.00020961248083040118,0.010000000000000021,1107.3115365505219
41.0,-40.66213053131439,0.00016171751485671848,0.010000000000000021,1136.2308084964752
42.0,-40.048529581903324,0.0002500879636500031,0.010000000000000021,1165.7781054973602
43.0,-40.09835024542752,0.00026717805303633213,0.01000000000000002,1194.4642102718353
44.0,-39.14583727442864,0.00011721040937118232,0.01000000000000002,1223.6388759613037
45.0,-40.54434845244086,0.00028307116008363664,0.01000000000000002,1253.397697210312
46.0,-34.57273221462219,0.00022862147307023406,0.01000000000000002,1282.1168763637543
47.0,-30.700615960238384,0.00020626735931728035,0.010000000000000018,1310.8288719654083
48.0,-44.19084531005404,0.00019563300884328783,0.010000000000000018,1340.6267051696777
49.0,-40.84417517324715,0.00015623231593053788,0.010000000000000018,1369.8349995613098
50.0,-53.67588441801443,0.00018965514027513564,0.010000000000000018,1399.6078684329987
51.0,-28.783424316144394,0.00017378009215462953,0.010000000000000018,1429.0688235759735
52.0,-20.1377183134068,0.00012671275180764496,0.010000000000000016,1459.5292284488678
53.0,-51.99182428453105,0.00037299556424841285,0.010000000000000016,1489.6265728473663
54.0,-41.4467350387237,0.00020944143761880696,0.010000000000000016,1518.6378514766693
55.0,-32.27696412089592,0.00017626219778321683,0.010000000000000016,1547.6068992614746
56.0,-28.814840776318395,0.00018617353634908795,0.010000000000000016,1579.041927099228
57.0,-27.16047916416233,0.0007273628143593669,0.010000000000000014,1610.777976512909
58.0,-32.576134186409675,0.00021668219415005296,0.010000000000000014,1643.036217212677
59.0,-30.365934998804132,0.0001192003910546191,0.010000000000000014,1673.6889457702637
60.0,-26.924239140510462,0.00019193533807992935,0.010000000000000014,1702.8977262973785
61.0,-32.37432254055673,0.0001435150916222483,0.010000000000000014,1733.0607645511627
62.0,-25.202787123105143,0.0001569363084854558,0.010000000000000014,1762.2576458454132
63.0,-31.816811438008198,0.00016243380378000438,0.010000000000000014,1791.222507238388
64.0,-35.86502368449408,0.00019907965906895697,0.010000000000000014,1821.06552195549
65.0,-39.05790262881868,0.00015617342432960868,0.010000000000000012,1849.7599527835846
66.0,-28.44823706672734,0.00032384126097895205,0.010000000000000012,1879.363116979599
67.0,-27.5489047986047,0.00032420718343928456,0.010000000000000012,1908.3265497684479
