episode,reward,loss,epsilon,time
0.0,1.0915103179392542,,1.0,0.03441572189331055
1.0,0.12826168701494678,0.03685507874884834,0.9269999999999999,6.682134628295898
2.0,0.003116377873134171,0.024594400580972432,0.8269999999999998,15.972673177719116
3.0,-0.016632416451321283,0.042758859042078254,0.7269999999999998,26.940021991729736
4.0,0.01277823671235066,0.052093630395829676,0.6269999999999997,38.83178353309631
5.0,0.09879450895230357,0.04470634480938315,0.5269999999999996,50.390629529953
6.0,-0.008958251789404327,0.03598877279087901,0.4269999999999995,62.160325050354004
7.0,0.028716356617517612,0.024016753686591983,0.3269999999999994,77.11135005950928
8.0,-0.015457816056385543,0.023233775980770588,0.2269999999999993,90.0295045375824
9.0,0.040500638539547926,0.022006905693560837,0.12699999999999922,100.66104817390442
10.0,0.027935202444021267,0.022577273901551963,0.026999999999999136,111.65936493873596
